Test signal = /testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wcwp
793990000 >> Error detected...
795615000 >> Error detected...
796265000 >> Error detected...
796715000 >> Error detected...
797415000 >> Error detected...
797840000 >> Error detected...
799415000 >> Error detected...
800040000 >> Error detected...
801665000 >> Error detected...
802315000 >> Error detected...
802765000 >> Error detected...
803465000 >> Error detected...
803890000 >> Error detected...
805465000 >> Error detected...
806090000 >> Error detected...
807715000 >> Error detected...
808365000 >> Error detected...
808815000 >> Error detected...
809515000 >> Error detected...
809940000 >> Error detected...
811515000 >> Error detected...
812140000 >> Error detected...
813765000 >> Error detected...
814415000 >> Error detected...
814865000 >> Error detected...
815565000 >> Error detected...
815990000 >> Error detected...
817565000 >> Error detected...
818190000 >> Error detected...
819640000 >> Error detected...
820465000 >> Error detected...
820915000 >> Error detected...
821615000 >> Error detected...
822040000 >> Error detected...
823615000 >> Error detected...
824240000 >> Error detected...
825690000 >> Error detected...
826515000 >> Error detected...
826965000 >> Error detected...
827665000 >> Error detected...
828090000 >> Error detected...
829665000 >> Error detected...
830290000 >> Error detected...
831740000 >> Error detected...
832390000 >> Error detected...
833015000 >> Error detected...
833715000 >> Error detected...
834140000 >> Error detected...
835715000 >> Error detected...
836340000 >> Error detected...
837790000 >> Error detected...
838440000 >> Error detected...
839065000 >> Error detected...
839765000 >> Error detected...
840190000 >> Error detected...
841765000 >> Error detected...
842390000 >> Error detected...
843840000 >> Error detected...
844490000 >> Error detected...
844940000 >> Error detected...
845815000 >> Error detected...
846240000 >> Error detected...
847815000 >> Error detected...
848440000 >> Error detected...
849890000 >> Error detected...
850540000 >> Error detected...
850990000 >> Error detected...
851690000 >> Error detected...
852290000 >> Error detected...
853865000 >> Error detected...
854490000 >> Error detected...
855940000 >> Error detected...
856590000 >> Error detected...
857040000 >> Error detected...
857740000 >> Error detected...
858340000 >> Error detected...
859915000 >> Error detected...
860540000 >> Error detected...
861990000 >> Error detected...
862640000 >> Error detected...
863090000 >> Error detected...
863790000 >> Error detected...
864215000 >> Error detected...
865940000 >> Error detected...
866565000 >> Error detected...
868015000 >> Error detected...
868665000 >> Error detected...
869115000 >> Error detected...
869815000 >> Error detected...
870240000 >> Error detected...
871990000 >> Error detected...
872615000 >> Error detected...
874065000 >> Error detected...
874715000 >> Error detected...
875165000 >> Error detected...
875865000 >> Error detected...
876290000 >> Error detected...
878040000 >> Error detected...
878665000 >> Error detected...
880115000 >> Error detected...
880765000 >> Error detected...
881215000 >> Error detected...
881915000 >> Error detected...
882340000 >> Error detected...
884090000 >> Error detected...
884715000 >> Error detected...
886165000 >> Error detected...
886815000 >> Error detected...
887265000 >> Error detected...
887965000 >> Error detected...
888390000 >> Error detected...
889965000 >> Error detected...
890765000 >> Error detected...
892215000 >> Error detected...
892865000 >> Error detected...
893315000 >> Error detected...
894015000 >> Error detected...
894440000 >> Error detected...
896015000 >> Error detected...
896640000 >> Error detected...
898265000 >> Error detected...
898915000 >> Error detected...
899365000 >> Error detected...
900065000 >> Error detected...
900490000 >> Error detected...
902065000 >> Error detected...
902690000 >> Error detected...
904315000 >> Error detected...
904965000 >> Error detected...
905415000 >> Error detected...
906115000 >> Error detected...
906540000 >> Error detected...
908115000 >> Error detected...
908740000 >> Error detected...
910365000 >> Error detected...
911015000 >> Error detected...
911465000 >> Error detected...
912165000 >> Error detected...
912590000 >> Error detected...
914165000 >> Error detected...
914790000 >> Error detected...
916415000 >> Error detected...
917065000 >> Error detected...
917515000 >> Error detected...
918215000 >> Error detected...
918640000 >> Error detected...
920215000 >> Error detected...
920840000 >> Error detected...
922465000 >> Error detected...
923115000 >> Error detected...
923565000 >> Error detected...
924265000 >> Error detected...
924690000 >> Error detected...
926265000 >> Error detected...
926890000 >> Error detected...
928340000 >> Error detected...
929165000 >> Error detected...
929615000 >> Error detected...
930315000 >> Error detected...
930740000 >> Error detected...
932315000 >> Error detected...
932940000 >> Error detected...
934390000 >> Error detected...
935215000 >> Error detected...
935665000 >> Error detected...
936365000 >> Error detected...
936790000 >> Error detected...
938365000 >> Error detected...
938990000 >> Error detected...
940440000 >> Error detected...
941090000 >> Error detected...
941715000 >> Error detected...
942415000 >> Error detected...
942840000 >> Error detected...
944415000 >> Error detected...
945040000 >> Error detected...
946490000 >> Error detected...
947140000 >> Error detected...
947590000 >> Error detected...
948465000 >> Error detected...
948890000 >> Error detected...
950465000 >> Error detected...
951090000 >> Error detected...
952540000 >> Error detected...
953190000 >> Error detected...
953640000 >> Error detected...
954515000 >> Error detected...
954940000 >> Error detected...
956515000 >> Error detected...
957140000 >> Error detected...
958590000 >> Error detected...
959240000 >> Error detected...
959690000 >> Error detected...
960390000 >> Error detected...
960990000 >> Error detected...
962565000 >> Error detected...
963190000 >> Error detected...
964640000 >> Error detected...
965290000 >> Error detected...
965740000 >> Error detected...
966440000 >> Error detected...
966865000 >> Error detected...
968615000 >> Error detected...
969240000 >> Error detected...
970690000 >> Error detected...
971340000 >> Error detected...
971790000 >> Error detected...
972490000 >> Error detected...
972915000 >> Error detected...
974640000 >> Error detected...
975265000 >> Error detected...
976715000 >> Error detected...
977365000 >> Error detected...
977815000 >> Error detected...
978515000 >> Error detected...
978940000 >> Error detected...
980690000 >> Error detected...
981315000 >> Error detected...
982765000 >> Error detected...
983415000 >> Error detected...
983865000 >> Error detected...
984565000 >> Error detected...
984990000 >> Error detected...
986740000 >> Error detected...
987065000 >> Error detected...
987365000 >> Error detected...
987940000 >> Error detected...
988365000 >> Error detected...
988715000 >> Error detected...
989540000 >> Error detected...
994990000 >> iteration no: 1
1405665000 >> iteration no: 2
1816315000 >> iteration no: 3
2226965000 >> iteration no: 4
2637215000 >> prog fin.
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.wreg:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.irqen:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.icc:0000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ticc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.step:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.irqen2:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pc:UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexpl:{{00000000000000000000000000000000} {00} {0} 0 0 {0000000000000000000} 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.mexc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.aw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.divstart:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.shleft:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.bp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.twcwp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.jmpl:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.casa:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.werr:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.et:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldcheck1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.stwin:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldcheck2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.intack:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 1 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.cwp:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.sari:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.paw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.aw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.awp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 1 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.rexnalign:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wcwp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.divrdy:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.cwp:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.except:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.nerror:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.bpimiss:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.nobp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexcnt:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.s:{{101} {0000} {00000010} {01000000000000000000} {00000010} {0000} 0 0 1 1 0 {00000000000000000000000000000000} {UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU} 1 0 0 1 1 1 0 0 {000} {000} {111}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pv:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldchkra:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfa1:10000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfa2:10000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.imm:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.wa:00000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.casaz:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.dci:{0 0 1 0 0 0 {10} {UUUUUUUU}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.divz:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.inst:{{00000000000000000000000000000000}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rfe1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.wovf:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rfe2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.op1:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.nalign:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.op2:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexen:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.ipend:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ldbp1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aluadd:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.set:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.inull:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ldbp2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cnt:00
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.et:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mul:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.alusel:11
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aw:U
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.decill:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.icc:0000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.result:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.bp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rs1:00000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.jmpl:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rsel1:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.y:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rsel2:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.awp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.paw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.data:{{00000000000000000000000000000000}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.mul:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rd:UUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.invop2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wawp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cwpmax:111
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.f.branch:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pcheld:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.dci:{0 0 1 0 0 0 {10} {UUUUUUUU}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.paw:U
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.awp:UUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.shcnt:00000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.result:UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.y:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cwp:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.laddr:00
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mulstep:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ymsb:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexbuf:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.npc:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.f.pc:UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.annul:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.rstate:dsu2
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.set:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.result:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.icc:UUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.getpc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldchkex:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.mexc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.mulstart:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexpos:10
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.annul_all:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aluop:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.debug:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfe1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.step:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfe2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.alucin:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.wunf:0
======================================
progstatus: 1
execerr: 395
latent: 1
program execution success!
total iterations: 5
>>>>>>>>>>>>>>> 2637215000
======================================
