Test signal = /testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cwp
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.icc:1000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ticc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.step:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.irqen2:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pc:UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexpl:{{00000000000000000000000000000000} {00} {0} 0 0 {0000000000000000000} 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.mexc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.aw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.divstart:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.shleft:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.bp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.twcwp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.jmpl:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.casa:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.werr:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.et:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldcheck1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.stwin:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldcheck2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.intack:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 1 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.cwp:110
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.sari:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.paw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.aw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.awp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 1 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.rexnalign:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wcwp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.divrdy:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.cwp:110
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.except:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.nerror:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.bpimiss:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.nobp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexcnt:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.s:{{110} {1000} {00000010} {01000000000000000000} {00000010} {0000} 0 0 1 1 0 {00000000000000000000000000000000} {UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU} 1 0 0 1 1 1 0 0 {000} {000} {111}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pv:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldchkra:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfa1:10000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfa2:10000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.imm:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.wa:00000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.casaz:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.dci:{0 0 1 0 0 0 {10} {UUUUUUUU}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.divz:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.inst:{{00000000000000000000000000000000}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rfe1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.wovf:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rfe2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.op1:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.nalign:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.op2:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexen:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ctrl:{{UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU00} {00000000000000000000000000000000} {00} {10000000} {000000} 0 1 0 0 0 0 0 0 0}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.ipend:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ldbp1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aluadd:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.set:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.inull:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ldbp2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cnt:00
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.su:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.et:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mul:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.alusel:11
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aw:U
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.decill:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.icc:1000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.result:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.bp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rs1:00000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.jmpl:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rsel1:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.y:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rsel2:101
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.awp:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.paw:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.data:{{00000000000000000000000000000000}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.mul:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.rd:UUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.invop2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.wawp:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cwpmax:111
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.f.branch:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.pcheld:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.dci:{0 0 1 0 0 0 {10} {UUUUUUUU}}
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.paw:U
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.awp:UUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.shcnt:00000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.w.result:UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.mac:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.y:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.cwp:110
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.laddr:00
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.mulstep:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.ymsb:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexbuf:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.npc:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.f.pc:UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.annul:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.rstate:dsu2
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.set:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.m.result:00000000000000000000000000000000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.icc:UUUU
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.getpc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.ldchkex:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.mexc:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.mulstart:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.rexpos:10
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.annul_all:1
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.aluop:000
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.x.debug:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfe1:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.d.step:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.rfe2:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.e.alucin:0
/testbench/cpu/l3/u0/leon3x0/vhdl/p0/iu/r.a.wunf:0
======================================
progstatus: 1
execerr: 315
latent: 1
program execution success!
total iterations: 5
>>>>>>>>>>>>>>> 5645715000
======================================
